571,629,474,810,463,752,474,857,557,853,474,1295,155,984,387,600
401,658,618,846,506,879,521,973,701,987,557,1364,209,973,376,759
582,662,774,857,615,890,589,1078,698,1157,1074,1327,2000,0,387,832
