2000,0,544,508,664,505,648,563,730,588,1080,954,532,498,2000,0
405,351,838,817,875,739,788,596,878,783,1273,1154,645,596,2000,0
2000,0,932,890,877,781,810,724,907,811,1357,1264,2000,0,2000,0
