0,2000,820,545,670,501,702,554,752,574,1006,931,530,464,0,2000
401,658,900,817,864,644,804,562,896,750,1270,997,679,588,0,2000
0,2000,932,890,873,790,819,720,921,851,1304,1257,0,2000,0,2000
