0,2000,554,540,636,619,264,259,583,548,318,285,-41,-58,0,2000
592,551,608,597,758,713,435,415,765,740,465,376,-1,-25,0,2000
833,743,697,680,760,735,452,430,856,777,324,259,0,2000,0,2000
