0,2000,474,810,463,752,474,857,557,853,474,1295,155,984,0,2000
401,658,618,846,506,879,521,973,701,987,557,1364,209,973,0,2000
0,2000,774,857,615,890,589,1078,698,1157,1074,1327,0,2000,0,2000
